epoch,train_loss,val_loss,val_acc,lr
0,1.126040950295192,0.8584065270501932,0.7353211947626841,0.05
1,0.7578898135622577,0.7132273951450854,0.7553958674304418,0.05
2,0.6602941654513164,0.6579535774240322,0.764141775777414,0.05
3,0.6121653978329687,0.6290445428237977,0.7706884206219312,0.05
4,0.5823042662577311,0.6111424902847278,0.7745754909983633,0.05
5,0.5614729763865918,0.5988312940160498,0.7771839198036007,0.05
6,0.545862637028895,0.5897582838656275,0.7795877659574468,0.05
7,0.5335822087419645,0.5827485820470582,0.7819404664484452,0.05
8,0.5235735318410589,0.5771514681181619,0.7837817103109657,0.05
9,0.5151933136074225,0.5725755410089041,0.7854183715220949,0.05
10,0.5080259631050833,0.5687687160925857,0.7866970130932897,0.05
11,0.5017901057701839,0.5655593370649896,0.7881035188216039,0.05
12,0.49628793243145125,0.5628248790184527,0.7893310147299509,0.05
13,0.4913759607528263,0.560474725430999,0.7901237725040916,0.05
14,0.4869473897635317,0.5584398139323034,0.7909421031096563,0.05
15,0.4829208800243598,0.5566662950913762,0.7916581423895254,0.05
16,0.47923326759319984,0.5551114767155749,0.7920673076923077,0.05
17,0.4758346525154343,0.5537408934189723,0.7928089198036007,0.05
18,0.4726850295383669,0.5525265528215324,0.7931669394435352,0.05
19,0.46975187913690036,0.5514453687566392,0.7937295417348609,0.05
20,0.467008436754603,0.5504781946710596,0.7942665711947627,0.05
21,0.4644324687244986,0.5496091207096112,0.79444558101473,0.05
22,0.46200529013578434,0.5488247175361053,0.7945222995090017,0.05
23,0.4597110915191686,0.5481137156779169,0.7949570376432079,0.05
24,0.4575363708314067,0.5474664249416263,0.7949570376432079,0.05
25,0.4554695221953882,0.5468747148049443,0.7952639116202946,0.05
26,0.4535004998451771,0.5463315873801611,0.7952894844517185,0.05
27,0.4516205491379339,0.5458310464009911,0.7954940671031097,0.05
28,0.44982201227254137,0.5453679082143912,0.7957242225859247,0.05
29,0.44809815356897753,0.5449377235921432,0.7959288052373159,0.05
30,0.4464430076390419,0.5445365960391181,0.7961845335515548,0.05
31,0.4448512840393642,0.544161199499074,0.7961589607201309,0.05
32,0.4433182593532064,0.5438086181732714,0.7962356792144026,0.05
33,0.44183970588718424,0.5434762751119617,0.7964914075286416,0.05
34,0.44041182933455686,0.5431619774787984,0.7964146890343698,0.05
35,0.4390312022947445,0.5428637737338164,0.7965936988543372,0.05
36,0.43769472920553515,0.5425799280746478,0.7968238543371522,0.05
37,0.43639961043721087,0.5423090017953989,0.796875,0.05
38,0.43514328515104206,0.5420495963330745,0.7971563011456628,0.05
39,0.43392342888405694,0.5418005964662361,0.7970540098199672,0.05
40,0.43273791859431254,0.5415609553578247,0.7972585924713584,0.05
41,0.4315847946821768,0.5413297496236092,0.7974376022913257,0.05
42,0.43046227333796344,0.5411062519113288,0.7975910392798691,0.05
43,0.4293687049655998,0.5408896757030643,0.7977189034369886,0.05
44,0.4283025676817542,0.5406794287081436,0.7977189034369886,0.05
45,0.42726245709406374,0.5404749752164082,0.7977956219312602,0.05
46,0.42624707330194345,0.5402757853220801,0.7979746317512275,0.05
47,0.42525521190766163,0.5400814471580393,0.7980769230769231,0.05
48,0.42428575391018714,0.5398915612463475,0.7981792144026186,0.05
49,0.42333765381556104,0.5397057554237972,0.798358224222586,0.05
