epoch,train_loss,val_loss,val_acc,lr
0,1.215303078380994,1.052639904369504,0.658935147299509,0.05
1,0.9147561977523123,0.9438491085157067,0.6791121112929623,0.05
2,0.8259189916275383,0.8991703097441778,0.6874232815057283,0.05
3,0.7772223530238802,0.8724752267526917,0.6929470130932897,0.05
4,0.74435887875351,0.8532094077470845,0.6961947626841244,0.05
5,0.7198618497001231,0.8380155155584582,0.6993146481178396,0.05
6,0.7005270503147559,0.8255082913194273,0.7021020867430442,0.05
7,0.6846941258194184,0.8149677556002003,0.7042246317512275,0.05
8,0.6713895376287413,0.8059490289898824,0.7060914484451718,0.05
9,0.6599913693843912,0.7981457501503527,0.7069353518821604,0.05
10,0.650077275848634,0.7913336433872654,0.7079838379705401,0.05
11,0.641347302688866,0.7853425581209398,0.7085208674304418,0.05
12,0.6335810322123265,0.7800405394231044,0.7090323240589198,0.05
13,0.6266120681271089,0.7753235433378703,0.7093391980360065,0.05
14,0.6203119681842483,0.7711084819659468,0.7095949263502455,0.05
15,0.6145797606475764,0.7673281079033197,0.7102598199672667,0.05
16,0.6093347358442991,0.7639273946492059,0.7106689852700491,0.05
17,0.6045115060635592,0.7608607604538751,0.7110270049099836,0.05
18,0.6000564092366389,0.7580900271278357,0.7118964811783961,0.05
19,0.5959249424852623,0.7555828806616476,0.7117174713584288,0.05
20,0.5920797922950812,0.7533116656707664,0.7120499181669394,0.05
21,0.5884894381087126,0.7512525019591062,0.7120754909983633,0.05
22,0.5851270037862013,0.7493845429240974,0.7126892389525368,0.05
23,0.5819694245440338,0.7476895166692094,0.7126380932896891,0.05
24,0.5789967591644241,0.7461512863343359,0.7130472585924713,0.05
25,0.576191675139194,0.7447555143197118,0.7132774140752864,0.05
26,0.5735390229261441,0.7434893790906854,0.7134052782324058,0.05
27,0.5710254720719907,0.7423414127526229,0.7132518412438625,0.05
28,0.5686392772895272,0.7413012821428514,0.7133541325695582,0.05
29,0.5663700059447535,0.7403597255190149,0.7136610065466449,0.05
30,0.5642083868740482,0.7395082753145558,0.713635433715221,0.05
31,0.5621461169357636,0.7387393483748803,0.7137121522094927,0.05
32,0.5601757566040447,0.7380460603147404,0.7139167348608838,0.05
33,0.558290628251916,0.737422163084564,0.7136610065466449,0.05
34,0.5564846985370269,0.7368619415646879,0.7134819967266776,0.05
35,0.5547524976642195,0.7363602681948198,0.7135075695581015,0.05
36,0.5530890644375962,0.7359123570439078,0.7135075695581015,0.05
37,0.5514899050565972,0.7355140142276908,0.7133541325695582,0.05
38,0.5499509026799576,0.7351613034983508,0.7130472585924713,0.05
39,0.5484683115086797,0.7348506634051983,0.7129193944353519,0.05
40,0.5470386723954123,0.7345788724683896,0.7128426759410802,0.05
41,0.5456588487905675,0.7343428982650395,0.712893821603928,0.05
42,0.5443259261624375,0.734140096143888,0.7129449672667758,0.05
43,0.5430372402198113,0.7339679350049133,0.7127659574468085,0.05
44,0.5417903180291525,0.7338241854783166,0.7126892389525368,0.05
45,0.5405828789631892,0.7337067592553733,0.7127403846153846,0.05
46,0.5394128080458647,0.7336137224531408,0.7127403846153846,0.05
47,0.5382781440927316,0.7335433511218931,0.7128171031096563,0.05
48,0.5371770862974214,0.7334940424722463,0.7128171031096563,0.05
49,0.5361079192956203,0.7334642575142232,0.7125869476268413,0.05
