epoch,train_loss,val_loss,val_acc,lr
0,1.565355007036005,1.5272499857479538,0.6123925941080196,0.05
1,1.4777510430751257,1.4629029435533938,0.6467624795417348,0.05
2,1.4026816394165287,1.4062976086003105,0.6527720949263502,0.05
3,1.338150605071001,1.3563009631224037,0.6559942716857611,0.05
4,1.2821573229850955,1.3119102648159096,0.6585004091653028,0.05
5,1.2330830564964956,1.272271205867761,0.6608786824877251,0.05
6,1.189674916600583,1.2366732259428832,0.6634615384615384,0.05
7,1.150968330339046,1.204530838273356,0.6658909574468085,0.05
8,1.116212691324034,1.175361866061309,0.6683715220949263,0.05
9,1.0848148047687693,1.1487673948322303,0.6714146890343698,0.05
10,1.0562985186867617,1.1244156778151393,0.674074263502455,0.05
11,1.0302761380433039,1.102028863909982,0.6772964402618658,0.05
12,1.0064280531986671,1.0813727626628844,0.6808510638297872,0.05
13,0.9844878878040005,1.062248686526684,0.6837152209492635,0.05
14,0.9642315606035586,1.0444871637903141,0.6870908346972177,0.05
15,0.9454689992162757,1.0279426904434854,0.6904664484451718,0.05
16,0.928037797141185,1.0124897796861865,0.6933817512274959,0.05
17,0.9117983295224817,0.9980196911847729,0.6960157528641571,0.05
18,0.8966298130889527,0.9844376813565455,0.6981382978723404,0.05
19,0.8824272420945217,0.9716609204264203,0.7002352700490998,0.05
20,0.86909886670386,0.959616619611918,0.702894844517185,0.05
21,0.8565641849603879,0.9482407016761955,0.7055032733224222,0.05
22,0.8447522867021039,0.9374763549057045,0.7075490998363339,0.05
23,0.8336004211682623,0.9272731691842774,0.70949263502455,0.05
24,0.8230529043966008,0.9175862788958947,0.7120754909983633,0.05
25,0.8130601424941448,0.9083754828050367,0.7139678805237316,0.05
26,0.8035778369069061,0.8996048456518233,0.7165251636661211,0.05
27,0.7945662910768858,0.8912419647514918,0.719261456628478,0.05
28,0.7859898379334247,0.8832576442662315,0.7217931669394435,0.05
29,0.7778163216106634,0.8756255056776119,0.7247596153846154,0.05
30,0.7700167161055718,0.8683216090873493,0.7274703355155483,0.05
31,0.7625646981481646,0.8613242042630472,0.7303600654664485,0.05
32,0.75543644688237,0.8546135144616109,0.7336845335515548,0.05
33,0.7486102311369205,0.8481714220171864,0.7369322831423896,0.05
34,0.742066272303371,0.8419814060050415,0.7398731587561375,0.05
35,0.7357864903849225,0.8360282688991528,0.742686170212766,0.05
36,0.7297543295951866,0.8302980438972261,0.7452945990180033,0.05
37,0.7239546359690449,0.8247779570702836,0.747800736497545,0.05
38,0.7183734497524715,0.8194561700188782,0.7502557283142389,0.05
39,0.7129979730342288,0.8143217046600317,0.7525572831423896,0.05
40,0.7078163453957976,0.8093644826384886,0.7549099836333879,0.05
41,0.7028176634389096,0.804575095297662,0.7567512274959084,0.05
42,0.6979918223346702,0.7999448418227038,0.7582600245499181,0.05
43,0.6933294767531637,0.795465647393865,0.7603058510638298,0.05
44,0.6888219278528943,0.7911299131505813,0.7617890752864157,0.05
45,0.6844611218115892,0.7869307034924846,0.7632467266775778,0.05
46,0.6802395587539305,0.7828613462112539,0.7646020867430442,0.05
47,0.6761502573285988,0.7789157944107992,0.7660341653027823,0.05
48,0.6721866756719148,0.7750882481006865,0.7668524959083469,0.05
49,0.6683427537334603,0.7713733778842733,0.7679009819967266,0.05
